date,close,volume
2019-11-14,64.35,88411
2019-11-15,64.94,157974
2019-11-18,63.9,134982
2019-11-19,64.26,112369
2019-11-20,64.19,172513
2019-11-21,65.35,150863
2019-11-22,65.4,236212
2019-11-25,67.75,190015
2019-11-26,67.32,204587
2019-11-27,68.6,123989
2019-11-29,66.57,126946
2019-12-02,66.45,100888
2019-12-03,66.09,107224
2019-12-04,67.58,172683
2019-12-05,67.86,148218
2019-12-06,67.63,269284
2019-12-09,66.78,135378
2019-12-10,67.26,74359
2019-12-11,67.64,105942
2019-12-12,69.14,153132
2019-12-13,68.35,178549
2019-12-16,68.25,259292
2019-12-17,69.31,192201
2019-12-18,69.72,217699
2019-12-19,69.46,204229
2019-12-20,69.0,1034590
2019-12-23,65.77,356408
2019-12-24,65.26,134425
2019-12-26,65.41,122408
2019-12-27,65.06,220723
2019-12-30,64.87,148502
2019-12-31,65.26,179914
2020-01-02,64.88,198108
2020-01-03,65.67,289834
2020-01-06,65.41,192546
2020-01-07,64.57,115478
2020-01-08,64.99,137061
2020-01-09,65.34,122218
2020-01-10,65.79,99563
2020-01-13,67.91,123015
2020-01-14,68.87,177655
2020-01-15,69.54,155063
2020-01-16,69.75,158625
2020-01-17,71.28,174086
2020-01-21,69.3,198074
2020-01-22,69.86,152739
2020-01-23,69.97,242544
2020-01-24,67.41,139580
2020-01-27,67.79,242004
2020-01-28,68.63,238290
2020-01-29,68.37,113807
2020-01-30,69.09,95999
2020-01-31,67.27,171666
2020-02-03,68.1,303624
2020-02-04,69.51,118584
2020-02-05,69.27,166915
2020-02-06,69.76,88248
2020-02-07,68.83,105922
2020-02-10,71.11,266036
2020-02-11,71.97,222129
